source_law,source_article,target_law_id,target_article,dependency_type,dependency_subtype,dependency_strength,confidence,resolution_method,entity_resolution_method,pattern_name,citation_text
codigo-fiscal-de-la-federacion,14-B,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"ión, adjudicación judicial o donación, siempre que en este último caso se cumplan los requisitos establecidos en la fracción XXIII del artículo 93 de la Ley del Impuesto sobre la Renta.  No será aplicable lo dispuesto en este artículo cuando en los términos de la Ley del Impuesto sobre la Renta se le otorgue a la escisión el tratami"
codigo-fiscal-de-la-federacion,15-D,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"e con el registro a que se refiere el artículo 15 de la Ley Federal del Trabajo y se cumplan con los demás requisitos establecidos para tal efecto en la Ley del Impuesto sobre la Renta y en la Ley del Impuesto al Valor Agregado, respectivamente.  Los servicios u obras complementarias o compartidas prestadas entre empresas de un mismo grupo empresarial, también serán consider"
codigo-fiscal-de-la-federacion,16-C,ley-del-mercado-de-valores,,institutional,authority_competence,medium,medium,heuristic_rule,unknown,en_los_terminos,"ados reconocidos:  I. Las sociedades anónimas que obtengan concesión de la Secretaría de Hacienda y Crédito Público para actuar como bolsa de valores en los términos de la Ley del Mercado de Valores, así como el Mercado Mexicano de Derivados.  II.- Las bolsas de valores y los sistemas equivalentes de cotización de títulos, contratos o bienes, que"
codigo-fiscal-de-la-federacion,17-D,ley-general-de-sociedades-mercantiles,,implementation_operative,regulatory_implementation,medium,medium,heuristic_rule,unknown,lo_previsto,"e Administración Tributaria obtenga con motivo de la comparecencia, formarán parte del sistema integrado de registro de población, de conformidad con lo previsto en la Ley General de Población y su Reglamento, por lo tanto dichos datos no quedarán comprendidos dentro de lo dispuesto por los artículos 69 de este Código y 18 de la Ley Federal de Transparenci"
codigo-fiscal-de-la-federacion,17-D,ley-general-de-transparencia-y-acceso-a-la-informacion-publica,,implementation_operative,regulatory_implementation,medium,medium,heuristic_rule,unknown,direct_mention,"l de Población y su Reglamento, por lo tanto dichos datos no quedarán comprendidos dentro de lo dispuesto por los artículos 69 de este Código y 18 de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental.  Para los efectos fiscales, los certificados tendrán una vigencia máxima de cuatro años, contados a partir de la fecha en que se hayan expedido. Ant"
codigo-fiscal-de-la-federacion,17-H,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"visionales o definitivas consecutivas o no consecutivas.  Tratándose de contribuyentes que tributen conforme al Título IV, Capítulo II, Sección IV de la Ley del Impuesto sobre la Renta, la restricción temporal se realizará cuando se detecte que omitió tres o más pagos mensuales en un año calendario, consecutivos o no. Párrafo adicio"
codigo-fiscal-de-la-federacion,23,ley-del-impuesto-al-valor-agregado,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,icable tratándose de remanentes de saldos a favor del impuesto al valor agregado que hayan sido acreditados previamente en términos del artículo 6 de la Ley del Impuesto al Valor Agregado. Párrafo adicionado DOF 12-11-2021  La solicitud a que se refiere el sexto párrafo de este artículo podrá presentarse a partir del día hábil siguient
codigo-fiscal-de-la-federacion,26,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"ión en la que conste el pago del impuesto correspondiente; o bien, no hayan presentado la información a que se refiere el artículo 76, fracción XX de la Ley del Impuesto sobre la Renta. Fracción reformada DOF 12-11-2021  XII.	Las sociedades escindidas, por las contribuciones causadas en relación con la transmisión de los activos, pa"
codigo-fiscal-de-la-federacion,26,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"nes y por mantener inventarios en territorio nacional para ser transformados o que ya hubieran sido transformados en los términos del Artículo 1o. de la Ley del Impuesto al Activo, hasta por el monto de dicha contribución.  XIV. Las personas a quienes residentes en el extranjero les presten servicios personales subordinados o i"
codigo-fiscal-de-la-federacion,26-A,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"Artículo 26-A. Los contribuyentes obligados al pago del impuesto sobre la renta en los términos del Título IV, Capítulo II, Secciones I y II de la Ley del Impuesto sobre la Renta, serán responsables por las contribuciones que se hubieran causado en relación con sus actividades empresariales hasta por un monto que no exceda del"
codigo-fiscal-de-la-federacion,27,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"ere solicitado su registro en el libro de socios y accionistas.  IV.	Las personas que hagan los pagos a que se refiere el Capítulo I del Título IV de la Ley del Impuesto sobre la Renta, deberán dar cumplimiento a la obligación prevista en la fracción VII del apartado B del presente artículo.  V.	Los fedatarios públicos deberán dar c"
codigo-fiscal-de-la-federacion,29,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention," vigente y registrado en dicho órgano desconcentrado.  En el caso de las devoluciones, descuentos o bonificaciones a que se refiere el artículo 25 de la Ley del Impuesto sobre la Renta, se deberán expedir comprobantes fiscales digitales por Internet. En el supuesto de que se emitan comprobantes que amparen egresos sin contar con la "
codigo-fiscal-de-la-federacion,29-A,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"isitos:  I.	La clave del Registro Federal de Contribuyentes, nombre o razón social de quien los expida y el régimen fiscal en que tributen conforme a la Ley del Impuesto sobre la Renta. Tratándose de contribuyentes que tengan más de un local o establecimiento, se deberá señalar el domicilio del local o establecimiento en el que se e"
codigo-fiscal-de-la-federacion,29-A,ley-del-impuesto-especial-sobre-produccion-y-servicios,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"ecial sobre producción y servicios que enajenen tabacos labrados de conformidad con lo establecido por el artículo 19, fracción II, último párrafo de la Ley del Impuesto Especial sobre Producción y Servicios, deberán especificar el peso total de tabaco contenido en los tabacos labrados enajenados o, en su caso, la cantidad de cigarros enajenados.  e) Los "
codigo-fiscal-de-la-federacion,29-A,ley-federal-del-impuesto-sobre-automoviles-nuevos,,definitional,term_definition_reference,strong,high,heuristic_rule,unknown,direct_mention," comprobante correspondiente en moneda nacional.  Para efectos de esta fracción se entiende por automóvil la definición contenida en el artículo 5 de la Ley Federal del Impuesto sobre Automóviles Nuevos.  Cuando los bienes o las mercancías no puedan ser identificados individualmente, se hará el señalamiento expreso de tal situación.  f)	Los que expid"
codigo-fiscal-de-la-federacion,29-A,ley-del-impuesto-al-valor-agregado,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"raciones que dieron lugar a la emisión de los documentos pendientes de cobro de conformidad con lo establecido por el artículo 1o.-C, fracción III de la Ley del Impuesto al Valor Agregado, deberán consignar la cantidad efectivamente pagada por el deudor cuando los adquirentes hayan otorgado descuentos, rebajas o bonificaciones.  VII.	E"
codigo-fiscal-de-la-federacion,30,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,en_los_terminos,"r el aumento o la disminución del capital social, la fusión o la escisión de sociedades, de las constancias que emitan o reciban las personas morales en los términos de la Ley del Impuesto sobre la Renta al distribuir dividendos o utilidades, de la documentación e información necesaria para determinar los ajustes a que se refieren los artículos 22 y 23 de la ley citada, la información y d"
codigo-fiscal-de-la-federacion,30,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"rcicios anteriores, se distribuyan o paguen dividendos o utilidades, se reduzca su capital o se reembolsen o envíen remesas de capital en términos de la Ley del Impuesto sobre la Renta o se reciban cantidades por concepto de préstamo, otorgado o recibido, independientemente del tipo de contrato utilizado, los contribuyentes deberán proporcionar la documentación que acredite el ori"
codigo-fiscal-de-la-federacion,30-B,ley-del-impuesto-al-valor-agregado,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"Artículo 30-B. Los contribuyentes que proporcionen servicios digitales de conformidad con los artículos 1o.-A BIS y 18-B de la Ley del Impuesto al Valor Agregado, deberán permitir a las autoridades fiscales, en forma permanente, el acceso en línea y en tiempo real únicamente a la información que permita compro"
codigo-fiscal-de-la-federacion,31-A,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"con base en su contabilidad, la información de las siguientes operaciones:  a)	Las operaciones financieras a que se refieren los artículos 20 y 21 de la Ley del Impuesto sobre la Renta.  b)	Las operaciones con partes relacionadas.  c)	Las relativas a la participación en el capital de sociedades y a cambios en la residencia fiscal.  "
codigo-fiscal-de-la-federacion,32-A,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"Código Fiscal de la Federación, sus estados financieros por contador público inscrito, las personas morales que tributen en términos del Título II de la Ley del Impuesto sobre la Renta, que en el último ejercicio fiscal inmediato anterior declarado hayan consignado en sus declaraciones normales ingresos acumulables para efectos del "
codigo-fiscal-de-la-federacion,32-B,ley-de-instituciones-de-credito,,procedural,adjudication_or_process,strong,high,heuristic_rule,unknown,direct_mention," firmes o del procedimiento administrativo de ejecución. Tal solicitud, se considera una excepción al procedimiento establecido en el artículo 117 de la Ley de Instituciones de Crédito.  V.	Obtener el nombre, denominación o razón social; nacionalidad; residencia; fecha y lugar de nacimiento; domicilio; correo electrónico, número tel"
codigo-fiscal-de-la-federacion,32-B,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention," información relativa a las utilidades o pérdidas del ejercicio inmediato anterior, tratándose de los fideicomisos a que se refiere el artículo 13 de la Ley del Impuesto sobre la Renta.  Las obligaciones previstas en esta fracción, también serán aplicables a las aseguradoras y a las casas de bolsa que participen como fiduciarias en "
codigo-fiscal-de-la-federacion,32-B,constitucion-politica-de-los-estados-unidos-mexicanos,,constitutional_grounding,constitutional_basis,strong,high,heuristic_rule,unknown,constitucion_bare,"o.  Los notarios, corredores y cualquier otra persona que intervenga en la formación o celebración de los contratos o actos jurídicos que den lugar a la constitución de dichas personas o celebración de fideicomisos o de cualquier otra figura jurídica, así como las entidades financieras y los integrantes del sistem"
codigo-fiscal-de-la-federacion,32-C,ley-general-de-organizaciones-y-actividades-auxiliares-del-credito,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"ondiente. La notificación se realizará por cualquiera de los medios previstos en el caso de empresas de factoraje financiero, por el artículo 45-K de la Ley General de Organizaciones y Actividades Auxiliares del Crédito, y en el caso de sociedades financieras de objeto múltiple, por el artículo 427 de la Ley General de Títulos y Operaciones de Crédito."
codigo-fiscal-de-la-federacion,32-C,ley-general-de-titulos-y-operaciones-de-credito,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"Ley General de Organizaciones y Actividades Auxiliares del Crédito, y en el caso de sociedades financieras de objeto múltiple, por el artículo 427 de la Ley General de Títulos y Operaciones de Crédito."
codigo-fiscal-de-la-federacion,32-D,ley-del-mercado-de-valores,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,a_que_refiere," Internet del Servicio de Administración Tributaria.  Las sociedades anónimas que coloquen acciones en el mercado de valores bursátil y extrabursátil a que se refiere la Ley del Mercado de Valores, deberán obtener la opinión del cumplimiento de obligaciones fiscales de forma mensual.  Los contribuyentes que requieran obtener la opinión del cump"
codigo-fiscal-de-la-federacion,32-G,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"impuesto sobre la renta, así como de los residentes en el extranjero a los que les hayan efectuado pagos de acuerdo con lo previsto en el Título V de la Ley del Impuesto sobre la Renta.  II. Los proveedores a los que les hubiere efectuado pagos, desglosando el valor de los actos o actividades por tasa a la cual trasladaron o les fue"
codigo-fiscal-de-la-federacion,32-H,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"rmatos que mediante reglas de carácter general establezca el Servicio de Administración Tributaria.  I.	Quienes tributen en términos del Título II de la Ley del Impuesto sobre la Renta, que en el último ejercicio fiscal inmediato anterior declarado hayan consignado en sus declaraciones normales ingresos acumulables para efectos del "
codigo-fiscal-de-la-federacion,33,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"los criterios no vinculativos de las disposiciones fiscales y aduaneras.  i) Dar a conocer en forma periódica y en general para los contribuyentes de la Ley del Impuesto sobre la Renta, parámetros de referencia con respecto a la utilidad, conceptos deducibles o tasas efectivas de impuesto que presentan otras entidades o figuras jurí"
codigo-fiscal-de-la-federacion,33,ley-del-servicio-de-administracion-tributaria,,implementation_operative,regulatory_implementation,medium,medium,heuristic_rule,unknown,direct_mention,"s Administrativas, se entenderán hechas al Servicio de Administración Tributaria, cuando se trate de atribuciones vinculadas con la materia objeto de la Ley del Servicio de Administración Tributaria, su Reglamento interior o cualquier otra disposición jurídica que emane de ellos."
codigo-fiscal-de-la-federacion,33-B,ley-federal-de-juegos-y-sorteos,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,lo_dispuesto,"Servicio de Administración Tributaria formule a la dependencia mencionada.  VI.	Los sorteos a que se refiere el presente artículo deberán cumplir con lo dispuesto en la Ley Federal de Juegos y Sorteos.  Los premios obtenidos por los ganadores de los sorteos de conformidad con el presente artículo, no serán ingresos acumulables para los efectos del "
codigo-fiscal-de-la-federacion,33-B,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"obtenidos por los ganadores de los sorteos de conformidad con el presente artículo, no serán ingresos acumulables para los efectos del artículo 16 de la Ley del Impuesto sobre la Renta y quedan comprendidos en la exención establecida en el artículo 93, fracción XXIV de dicha ley, según corresponda.  Los sorteos a que se refiere este artículo, no estarán afectos al pago del impuesto especial sobre p"
codigo-fiscal-de-la-federacion,34-A,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"da en la determinación de los precios o montos de las contraprestaciones, en operaciones con partes relacionadas, en los términos del artículo 179 de la Ley del Impuesto sobre la Renta, siempre que el contribuyente presente la información, datos y documentación, necesarios para la emisión de la resolución correspondiente. Estas reso"
codigo-fiscal-de-la-federacion,36,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"ción de garantías del interés fiscal, las que obliga la ley para la deducción en inversiones en activo fijo, y a las que se refiere el artículo 59 de la Ley del Impuesto sobre la Renta."
codigo-fiscal-de-la-federacion,40-A,ley-de-los-sistemas-de-ahorro-para-el-retiro,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"a la ley de la materia y las aportaciones voluntarias y complementarias hasta por un monto de 20 salarios mínimos elevados al año, tal como establece la Ley de los Sistemas de Ahorro para el Retiro.  b) Cuentas por cobrar, acciones, bonos, cupones vencidos, valores mobiliarios y, en general, créditos de inmediato y fácil cobro a cargo de entidad"
codigo-fiscal-de-la-federacion,42,ley-aduanera,,institutional,authority_competence,medium,medium,heuristic_rule,unknown,establecida_en," debiéndola exhibir a la autoridad durante la visita, y  f)	Las inherentes y derivadas de autorizaciones, concesiones, padrones, registros o patentes establecidos en la Ley Aduanera, su Reglamento y las Reglas Generales de Comercio Exterior que emita el Servicio de Administración Tributaria.  g)	Que los comprobantes fiscales ampa"
codigo-fiscal-de-la-federacion,42,ley-del-impuesto-sobre-la-renta,,institutional,authority_competence,medium,medium,heuristic_rule,unknown,direct_mention,"ca del avalúo a que se refiere esta fracción, también podrá realizarse respecto de toda clase de bienes o derechos a que se refiere el artículo 32 de la Ley del Impuesto sobre la Renta y toda clase de servicios. Los avalúos que practique la autoridad se realizarán sin perjuicio de lo establecido en el reglamento de este Código en materia de avalúos. Párrafo "
codigo-fiscal-de-la-federacion,46,ley-del-impuesto-sobre-la-renta,,procedural,adjudication_or_process,strong,high,heuristic_rule,unknown,direct_mention,"ivas al cumplimiento de las obligaciones establecidas en los artículos 76, fracciones IX y XII, 90, penúltimo párrafo, 110, fracción XI, 179 y 180 de la Ley del Impuesto sobre la Renta, deberán transcurrir cuando menos dos meses entre la fecha de la última acta parcial y el acta final. Este plazo podrá ampliarse por una sola vez has"
codigo-fiscal-de-la-federacion,46-A,ley-del-impuesto-sobre-la-renta,,procedural,adjudication_or_process,strong,high,heuristic_rule,unknown,direct_mention," A. Contribuyentes que integran el sistema financiero, así como de aquéllos que opten por aplicar el régimen previsto en el Título II, Capítulo VI de la Ley del Impuesto sobre la Renta. En estos casos, el plazo será de dieciocho meses contado a partir de la fecha en la que se notifique a los contribuyentes el inicio de las facultade"
codigo-fiscal-de-la-federacion,48,ley-del-impuesto-sobre-la-renta,,procedural,adjudication_or_process,strong,high,heuristic_rule,unknown,direct_mention,"as al cumplimiento de las obligaciones a que se refieren los artículos 76, fracciones IX y XII, 90, penúltimo párrafo, 110, fracción XI, 179 y 180 de la Ley del Impuesto sobre la Renta, el plazo a que se refiere la fracción anterior, será de dos meses, pudiendo ampliarse por una sola vez por un plazo de un mes a solicitud del contri"
codigo-fiscal-de-la-federacion,55,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"terminar presuntivamente la utilidad fiscal de los contribuyentes, o el remanente distribuible de las personas que tributan conforme al Título III de la Ley del Impuesto sobre la Renta, sus ingresos y el valor de los actos, actividades o activos, por los que deban pagar contribuciones, cuando:  I. Se opongan u obstaculicen la inicia"
codigo-fiscal-de-la-federacion,57,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"nes I a V inclusive del Artículo 56 de este Código.  Si las retenciones no enteradas corresponden a pagos a que se refiere el Capítulo I Título IV de la Ley del Impuesto sobre la Renta y el retenedor tiene más de veinte trabajadores a su servicio, se presumirá que las contribuciones que deben enterarse son las siguientes:  I. Las que resulten de aplicar la tarifa que corresponda sobre el límit"
codigo-fiscal-de-la-federacion,57,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"ara determinar presuntivamente la base de otras contribuciones, cuando esté constituida por los pagos a que se refiere el Capítulo I del Título IV de la Ley del Impuesto sobre la Renta.  Tratándose de las aportaciones no enteradas al Instituto del Fondo Nacional de la Vivienda para los Trabajadores, previstas en el Artículo 136 de l"
codigo-fiscal-de-la-federacion,57,ley-federal-del-trabajo,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"a.  Tratándose de las aportaciones no enteradas al Instituto del Fondo Nacional de la Vivienda para los Trabajadores, previstas en el Artículo 136 de la Ley Federal del Trabajo, se considerará que las omitidas son las que resulten de aplicar la tasa del 5% a la cantidad equivalente a cuatro veces el salario mínimo general di"
codigo-fiscal-de-la-federacion,58,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,a_que_refiere,"Artículo 58. Las autoridades fiscales, para determinar presuntivamente la utilidad fiscal de los contribuyentes a que se refiere la Ley del Impuesto sobre la Renta, podrán aplicar a los ingresos brutos declarados o determinados presuntivamente, el coeficiente de 20% o el que corresponda tratándose de alguna de l"
codigo-fiscal-de-la-federacion,58-A,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,a_que_refiere,"Artículo 58-A. Las autoridades fiscales podrán modificar la utilidad o la pérdida fiscal a que se refiere la Ley del Impuesto sobre la Renta, mediante la determinación presuntiva del precio en que los contribuyentes adquieran o enajenen bienes, así como el monto de la contraprestación en e"
codigo-fiscal-de-la-federacion,61,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,determinará previamente la utilidad fiscal mediante la aplicación al ingreso bruto estimado del coeficiente que para determinar dicha utilidad señala la Ley del Impuesto sobre la Renta.
codigo-fiscal-de-la-federacion,66-A,ley-de-tesoreria-de-la-federacion,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"r el contribuyente en su solicitud de autorización de pago a plazos y la tasa mensual de recargos por prórroga que incluye actualización de acuerdo a la Ley de Ingresos de la Federación vigente en la fecha de la solicitud de autorización de pago a plazos en parcialidades.  Cuando no se paguen oportunamente los montos de los pagos en parcialidades autorizados, el contribuyente estará obligado a pagar recargos por los p"
codigo-fiscal-de-la-federacion,67,ley-del-impuesto-sobre-la-renta,,institutional,authority_competence,medium,medium,heuristic_rule,unknown,lo_dispuesto,"e se refiere este artículo, respecto de la sociedad que teniendo el carácter de integradora, calcule el resultado fiscal integrado en los términos de lo dispuesto por la Ley del Impuesto sobre la Renta, cuando las autoridades fiscales ejerzan sus facultades de comprobación respecto de alguna de las sociedades que tengan el carácter de integrada de d"
codigo-fiscal-de-la-federacion,67,ley-del-impuesto-al-valor-agregado,,procedural,adjudication_or_process,strong,high,heuristic_rule,unknown,direct_mention,"a la afianzadora.  V.	Concluya el mes en el cual el contribuyente deba realizar el ajuste previsto en el artículo 5o., fracción VI, cuarto párrafo de la Ley del Impuesto al Valor Agregado, tratándose del acreditamiento o devolución del impuesto al valor agregado correspondiente a periodos preoperativos.  El plazo a que se refiere este "
codigo-fiscal-de-la-federacion,69,ley-para-regular-las-sociedades-de-informacion-crediticia,,definitional,term_definition_reference,strong,high,heuristic_rule,unknown,conformidad,"autoridades fiscales proporcionen a las sociedades de información crediticia que obtengan autorización de la Secretaría de Hacienda y Crédito Público de conformidad con la Ley para Regular las Sociedades de Información Crediticia, ni la que se proporcione para efectos de la notificación por terceros a que se refiere el último párrafo del artículo 134 de este Código, ni la que "
codigo-fiscal-de-la-federacion,69,ley-del-impuesto-especial-sobre-produccion-y-servicios,,institutional,authority_competence,medium,medium,heuristic_rule,unknown,direct_mention," el artículo 400 Bis del Código Penal Federal, que realice la Secretaría de Hacienda y Crédito Público ni cuando, para los efectos del artículo 26 de la Ley del Impuesto Especial sobre Producción y Servicios, la autoridad requiera intercambiar información con la Comisión Federal para la Protección contra Riesgos Sanitarios de la Secretaría de Salud. Tampo"
codigo-fiscal-de-la-federacion,69,ley-federal-de-competencia-economica,,institutional,authority_competence,medium,medium,heuristic_rule,unknown,direct_mention,"o de calcular el monto de las sanciones relativas a ingresos acumulables en términos del impuesto sobre la renta, a que se refiere el artículo 120 de la Ley Federal de Competencia Económica, cuando el agente económico no haya proporcionado información sobre sus ingresos a dichos órganos, o bien, éstos consideren que se presentó en forma "
codigo-fiscal-de-la-federacion,69,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"ivas al cumplimiento de las obligaciones establecidas en los artículos 76, fracciones IX y XII, 90, penúltimo párrafo, 110, fracción XI, 179 y 180 de la Ley del Impuesto sobre la Renta, la información relativa a la identidad de los terceros independientes en operaciones comparables y la información de los comparables utilizados para"
codigo-fiscal-de-la-federacion,69,ley-general-de-transparencia-y-acceso-a-la-informacion-publica,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"n determine el Instituto Nacional de Estadística y Geografía, en términos de la Ley del Sistema Nacional de Información Estadística y Geográfica y de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental.  Sólo podrá ser objeto de difusión pública la información estadística que el Instituto Nacional de Estadística y Geografía obtenga con los datos a q"
codigo-fiscal-de-la-federacion,69,ley-del-mercado-de-valores,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention," el ejercicio y el periodo omiso.  VIII.	Sociedades anónimas que coloquen acciones en el mercado de valores bursátil y extrabursátil a que se refiere la Ley del Mercado de Valores que no cumplan con la obligación de tramitar su constancia del cumplimiento de obligaciones fiscales.  IX.	Personas físicas o morales que hayan utilizado para efectos fiscales comprobantes que amparan operaciones inexistentes, sin que dichos contribu"
codigo-fiscal-de-la-federacion,69-B,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,prevista_en,"inar el costo comprobado de adquisición.  V.	Obtenga pérdidas fiscales y se advierta la modificación en el tratamiento de la deducción de inversiones previsto en la Ley del Impuesto sobre la Renta, antes de que se haya realizado al menos el 50 por ciento de la deducción.  VI. Obtenga pérdidas fiscales y se adviertan deducciones cuya contraprest"
codigo-fiscal-de-la-federacion,69-B,ley-de-tesoreria-de-la-federacion,,procedural,adjudication_or_process,strong,high,heuristic_rule,unknown,direct_mention,"días siguientes a la publicación del listado a que se refiere este artículo, podrán aplicar las tasas de recargos por prórroga determinada conforme a la Ley de Ingresos de la Federación por el plazo que corresponda.  Transcurrido el plazo a que se refiere el párrafo anterior, cuando el contribuyente no hubiere corregido su situación fiscal, la autoridad estará e"
codigo-fiscal-de-la-federacion,69-D,ley-organica-de-la-procuraduria-de-la-defensa-del-contribuyente,,sanctioning,penalty_or_liability,strong,high,heuristic_rule,unknown,direct_mention,"ienda el requerimiento a que se refiere el párrafo anterior procederá la imposición de la multa prevista en el artículo 28, fracción I, numeral 1, de la Ley Orgánica de la Procuraduría de la Defensa del Contribuyente."
codigo-fiscal-de-la-federacion,69-G,ley-federal-de-los-derechos-del-contribuyente,,generic_unresolved,general_cross_reference,weak,low,fallback,unknown,direct_mention,"as; en la segunda y posteriores suscripciones aplicará la reducción de sanciones en los términos y bajo los supuestos que establece el artículo 17 de la Ley Federal de los Derechos del Contribuyente. Las autoridades fiscales deberán tomar en cuenta los alcances del acuerdo conclusivo para, en su caso, emitir la resolución que corresponda. La redu"
codigo-fiscal-de-la-federacion,70,ley-aduanera,,sanctioning,penalty_or_liability,strong,high,heuristic_rule,unknown,establecida_en,"el momento en que se cometió la infracción y la multa vigente en el momento de su imposición.  El monto de las multas y cantidades en moneda nacional establecidas en la Ley Aduanera se actualizarán conforme a las disposiciones establecidas en el artículo 17-A de este Código, relativas a la actualización de cantidades en moneda nacional que se establecen en este ordenamiento."
codigo-fiscal-de-la-federacion,70,ley-del-impuesto-sobre-la-renta,,sanctioning,penalty_or_liability,strong,high,heuristic_rule,unknown,direct_mention,"determinadas entre una mínima y otra máxima, que se deban aplicar a los contribuyentes que tributen conforme al Título IV, Capítulo II, Sección II de la Ley del Impuesto sobre la Renta, se considerarán reducidas en un 50%, salvo que en el precepto en que se establezcan se señale expresamente una multa menor para estos contribuyentes"
codigo-fiscal-de-la-federacion,70-A,ley-de-tesoreria-de-la-federacion,,procedural,adjudication_or_process,strong,high,heuristic_rule,unknown,direct_mention,"ucirán el monto de las multas por infracción a las disposiciones fiscales en 100% y aplicarán la tasa de recargos por prórroga determinada conforme a la Ley de Ingresos de la Federación por el plazo que corresponda.  La reducción de la multa y la aplicación de la tasa de recargos a que se refiere este artículo, se condicionará a que el adeudo sea pagado ante las"
codigo-fiscal-de-la-federacion,75,ley-del-impuesto-sobre-la-renta,,fiscal_financial,tax_budget_or_payment,medium,medium,heuristic_rule,unknown,direct_mention,"y 48, fracción VII de este Código.  h) Realizar la deducción o acreditamiento, en contravención a lo señalado en los artículos 28, fracción XXXIII de la Ley del Impuesto sobre la Renta o 4o., tercer párrafo de la Ley del Impuesto al Valor Agregado.  III. Se considera también agravante, la omisión en el entero de contribuciones que se hay"
